Unnamed: 0,label_x,url,brand,name,skin_type,price,concern,cs,label_y,img
441,cleanser,https://www.sephora.com/product/acne-solutions-cleansing-gel-P393501?skuId=1677137&icid2=products%20grid:p393501:product,clinique,acne solutions™ cleansing gel,combination,$26.00 ,"pores, acne,blemishes,oiliness,",0.2041241452319315,Cleanser,https://www.sephora.com/productimages/sku/s1677137-main-zoom.jpg?imwidth=175
441,cleanser,https://www.sephora.com/product/acne-solutions-cleansing-gel-P393501?skuId=1677137&icid2=products%20grid:p393501:product,clinique,acne solutions™ cleansing gel,oily,$26.00 ,"pores, acne,blemishes,oiliness,",0.2041241452319315,Cleanser,https://www.sephora.com/productimages/sku/s1677137-main-zoom.jpg?imwidth=175
442,cleanser,https://www.sephora.com/product/glossier-milky-oil-P504919?skuId=2636744&icid2=products%20grid:p504919:product,glossier,milky oil dual-phase waterproof makeup remover,normal,$18.00 ,"pores, dullness,uneven texture,",0.0,Cleanser,https://www.sephora.com/productimages/sku/s2636744-main-zoom.jpg?imwidth=175
442,cleanser,https://www.sephora.com/product/glossier-milky-oil-P504919?skuId=2636744&icid2=products%20grid:p504919:product,glossier,milky oil dual-phase waterproof makeup remover,dry,$18.00 ,"pores, dullness,uneven texture,",0.0,Cleanser,https://www.sephora.com/productimages/sku/s2636744-main-zoom.jpg?imwidth=175
442,cleanser,https://www.sephora.com/product/glossier-milky-oil-P504919?skuId=2636744&icid2=products%20grid:p504919:product,glossier,milky oil dual-phase waterproof makeup remover,combination,$18.00 ,"pores, dullness,uneven texture,",0.0,Cleanser,https://www.sephora.com/productimages/sku/s2636744-main-zoom.jpg?imwidth=175
442,cleanser,https://www.sephora.com/product/glossier-milky-oil-P504919?skuId=2636744&icid2=products%20grid:p504919:product,glossier,milky oil dual-phase waterproof makeup remover,oily,$18.00 ,"pores, dullness,uneven texture,",0.0,Cleanser,https://www.sephora.com/productimages/sku/s2636744-main-zoom.jpg?imwidth=175
443,cleanser,https://www.sephora.com/product/farmacy-mini-whipped-greens-oil-free-foaming-cleanser-with-moringa-papaya-P504003?skuId=2644540&icid2=products%20grid:p504003:product,farmacy,mini whipped greens oil-free foaming cleanser with moringa and papaya,combination,$12.00 ,"pores, dullness,oiliness,",0.2357022603955159,Cleanser,https://www.sephora.com/productimages/sku/s2644540-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
443,cleanser,https://www.sephora.com/product/farmacy-mini-whipped-greens-oil-free-foaming-cleanser-with-moringa-papaya-P504003?skuId=2644540&icid2=products%20grid:p504003:product,farmacy,mini whipped greens oil-free foaming cleanser with moringa and papaya,oily,$12.00 ,"pores, dullness,oiliness,",0.2357022603955159,Cleanser,https://www.sephora.com/productimages/sku/s2644540-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
444,cleanser,https://www.sephora.com/product/clean-biotic-ph-balanced-yogurt-cleanser-with-chlorophyll-P444225?skuId=2167666&icid2=products%20grid:p444225:product,dr. brandt skincare,clean biotic ph-balanced yogurt cleanser with chlorophyll,normal,$36.00 ,"redness,dryness,,,",0.5773502691896258,Cleanser,https://www.sephora.com/productimages/sku/s2167666-main-zoom.jpg?imwidth=175
444,cleanser,https://www.sephora.com/product/clean-biotic-ph-balanced-yogurt-cleanser-with-chlorophyll-P444225?skuId=2167666&icid2=products%20grid:p444225:product,dr. brandt skincare,clean biotic ph-balanced yogurt cleanser with chlorophyll,dry,$36.00 ,"redness,dryness,,,",0.5773502691896258,Cleanser,https://www.sephora.com/productimages/sku/s2167666-main-zoom.jpg?imwidth=175
