Unnamed: 0,label_x,url,brand,name,skin_type,price,concern,cs,label_y,img
0,face-moisturizer,https://www.sephora.com/product/the-dewy-skin-cream-P441101?skuId=2785434&icid2=products%20grid:p441101:product,tatcha,the dewy skin cream plumping & hydrating refillable moisturizer,normal,$72.00 ,"dryness, dullness,fine lines & wrinkles,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2785434-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
0,face-moisturizer,https://www.sephora.com/product/the-dewy-skin-cream-P441101?skuId=2785434&icid2=products%20grid:p441101:product,tatcha,the dewy skin cream plumping & hydrating refillable moisturizer,dry,$72.00 ,"dryness, dullness,fine lines & wrinkles,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2785434-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
1,face-moisturizer,https://www.sephora.com/product/glow-recipe-plum-plump-hyaluronic-acid-moisturizer-P479327?skuId=2535128&icid2=products%20grid:p479327:product,glow recipe,plum plump refillable hyaluronic acid moisturizer,normal,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2535128-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
1,face-moisturizer,https://www.sephora.com/product/glow-recipe-plum-plump-hyaluronic-acid-moisturizer-P479327?skuId=2535128&icid2=products%20grid:p479327:product,glow recipe,plum plump refillable hyaluronic acid moisturizer,dry,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2535128-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
1,face-moisturizer,https://www.sephora.com/product/glow-recipe-plum-plump-hyaluronic-acid-moisturizer-P479327?skuId=2535128&icid2=products%20grid:p479327:product,glow recipe,plum plump refillable hyaluronic acid moisturizer,combination,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2535128-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
1,face-moisturizer,https://www.sephora.com/product/glow-recipe-plum-plump-hyaluronic-acid-moisturizer-P479327?skuId=2535128&icid2=products%20grid:p479327:product,glow recipe,plum plump refillable hyaluronic acid moisturizer,oily,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2535128-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
2,face-moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,drunk elephant,lala retro™ nourishing whipped refillable moisturizer,normal,$64.00 ,"dryness, fine lines,wrinkles,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2233849-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
2,face-moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,drunk elephant,lala retro™ nourishing whipped refillable moisturizer,dry,$64.00 ,"dryness, fine lines,wrinkles,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2233849-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
2,face-moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,drunk elephant,lala retro™ nourishing whipped refillable moisturizer,combination,$64.00 ,"dryness, fine lines,wrinkles,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2233849-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
2,face-moisturizer,https://www.sephora.com/product/drunk-elephant-lala-retro-whipped-moisturizer-with-ceramides-P446938?skuId=2233849&icid2=products%20grid:p446938:product,drunk elephant,lala retro™ nourishing whipped refillable moisturizer,oily,$64.00 ,"dryness, fine lines,wrinkles,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2233849-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
3,face-moisturizer,https://www.sephora.com/product/kale-spinach-hyaluronic-acid-age-prevention-cream-P411388?skuId=1863604&icid2=products%20grid:p411388:product,youth to the people,superfood air-whip lightweight face moisturizer with hyaluronic acid,normal,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s1863604-main-zoom.jpg?pb=allure-best-2020&imwidth=175
3,face-moisturizer,https://www.sephora.com/product/kale-spinach-hyaluronic-acid-age-prevention-cream-P411388?skuId=1863604&icid2=products%20grid:p411388:product,youth to the people,superfood air-whip lightweight face moisturizer with hyaluronic acid,combination,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s1863604-main-zoom.jpg?pb=allure-best-2020&imwidth=175
3,face-moisturizer,https://www.sephora.com/product/kale-spinach-hyaluronic-acid-age-prevention-cream-P411388?skuId=1863604&icid2=products%20grid:p411388:product,youth to the people,superfood air-whip lightweight face moisturizer with hyaluronic acid,oily,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s1863604-main-zoom.jpg?pb=allure-best-2020&imwidth=175
4,face-moisturizer,https://www.sephora.com/product/clarins-multi-active-day-moisturizer-for-lines-pores-glow-P510263?icid2=products%20grid:p510263:product,clarins,"multi-active day moisturizer for lines, pores, glow with niacinamide ",normal,$59.00 ,"fine lines,wrinkles, pores,dullness,",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2736452-main-zoom.jpg?imwidth=175
4,face-moisturizer,https://www.sephora.com/product/clarins-multi-active-day-moisturizer-for-lines-pores-glow-P510263?icid2=products%20grid:p510263:product,clarins,"multi-active day moisturizer for lines, pores, glow with niacinamide ",dry,$59.00 ,"fine lines,wrinkles, pores,dullness,",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2736452-main-zoom.jpg?imwidth=175
4,face-moisturizer,https://www.sephora.com/product/clarins-multi-active-day-moisturizer-for-lines-pores-glow-P510263?icid2=products%20grid:p510263:product,clarins,"multi-active day moisturizer for lines, pores, glow with niacinamide ",combination,$59.00 ,"fine lines,wrinkles, pores,dullness,",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2736452-main-zoom.jpg?imwidth=175
4,face-moisturizer,https://www.sephora.com/product/clarins-multi-active-day-moisturizer-for-lines-pores-glow-P510263?icid2=products%20grid:p510263:product,clarins,"multi-active day moisturizer for lines, pores, glow with niacinamide ",oily,$59.00 ,"fine lines,wrinkles, pores,dullness,",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2736452-main-zoom.jpg?imwidth=175
5,face-moisturizer,https://www.sephora.com/product/elemis-superfood-overnight-prebiotic-cream-P510511?icid2=products%20grid:p510511:product,elemis,superfood overnight prebiotic cream,normal,$58.00 ,"dryness, redness,uneven texture,",0.4714045207910318,,
5,face-moisturizer,https://www.sephora.com/product/elemis-superfood-overnight-prebiotic-cream-P510511?icid2=products%20grid:p510511:product,elemis,superfood overnight prebiotic cream,dry,$58.00 ,"dryness, redness,uneven texture,",0.4714045207910318,,
5,face-moisturizer,https://www.sephora.com/product/elemis-superfood-overnight-prebiotic-cream-P510511?icid2=products%20grid:p510511:product,elemis,superfood overnight prebiotic cream,combination,$58.00 ,"dryness, redness,uneven texture,",0.4714045207910318,,
5,face-moisturizer,https://www.sephora.com/product/elemis-superfood-overnight-prebiotic-cream-P510511?icid2=products%20grid:p510511:product,elemis,superfood overnight prebiotic cream,oily,$58.00 ,"dryness, redness,uneven texture,",0.4714045207910318,,
6,face-moisturizer,https://www.sephora.com/product/ultra-facial-cream-P421996?skuId=2663763&icid2=products%20grid:p421996:product,kiehl's since 1851,ultra facial refillable moisturizing cream with squalane,normal,$39.00 ,"dryness,dullness,,,",0.2886751345948129,face-moisturizer,https://www.sephora.com/productimages/sku/s2663763-main-zoom.jpg?imwidth=175
6,face-moisturizer,https://www.sephora.com/product/ultra-facial-cream-P421996?skuId=2663763&icid2=products%20grid:p421996:product,kiehl's since 1851,ultra facial refillable moisturizing cream with squalane,dry,$39.00 ,"dryness,dullness,,,",0.2886751345948129,face-moisturizer,https://www.sephora.com/productimages/sku/s2663763-main-zoom.jpg?imwidth=175
6,face-moisturizer,https://www.sephora.com/product/ultra-facial-cream-P421996?skuId=2663763&icid2=products%20grid:p421996:product,kiehl's since 1851,ultra facial refillable moisturizing cream with squalane,combination,$39.00 ,"dryness,dullness,,,",0.2886751345948129,face-moisturizer,https://www.sephora.com/productimages/sku/s2663763-main-zoom.jpg?imwidth=175
6,face-moisturizer,https://www.sephora.com/product/ultra-facial-cream-P421996?skuId=2663763&icid2=products%20grid:p421996:product,kiehl's since 1851,ultra facial refillable moisturizing cream with squalane,oily,$39.00 ,"dryness,dullness,,,",0.2886751345948129,face-moisturizer,https://www.sephora.com/productimages/sku/s2663763-main-zoom.jpg?imwidth=175
7,face-moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,drunk elephant,protini™ polypeptide firming refillable moisturizer,normal,$69.00 ,"dryness, dullness,uneven texture,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2025633-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
7,face-moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,drunk elephant,protini™ polypeptide firming refillable moisturizer,dry,$69.00 ,"dryness, dullness,uneven texture,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2025633-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
7,face-moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,drunk elephant,protini™ polypeptide firming refillable moisturizer,combination,$69.00 ,"dryness, dullness,uneven texture,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2025633-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
7,face-moisturizer,https://www.sephora.com/product/protini-tm-polypeptide-cream-P427421?skuId=2025633&icid2=products%20grid:p427421:product,drunk elephant,protini™ polypeptide firming refillable moisturizer,oily,$69.00 ,"dryness, dullness,uneven texture,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2025633-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
8,face-moisturizer,https://www.sephora.com/product/farmacy-honey-halo-ultra-hydrating-ceramide-moisturizer-P463036?skuId=2369957&icid2=products%20grid:p463036:product,farmacy,honey halo ultra-hydrating ceramide moisturizer,normal,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2369957-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
8,face-moisturizer,https://www.sephora.com/product/farmacy-honey-halo-ultra-hydrating-ceramide-moisturizer-P463036?skuId=2369957&icid2=products%20grid:p463036:product,farmacy,honey halo ultra-hydrating ceramide moisturizer,dry,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2369957-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
9,face-moisturizer,https://www.sephora.com/product/skinfix-barrier-strengthening-and-moisturizing-triple-lipid-peptide-refillable-cream-with-b-l3-P442840?skuId=2742369&icid2=products%20grid:p442840:product,skinfix,barrier+ strengthening and moisturizing triple lipid-peptide refillable cream with b-l3,normal,$54.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2742369-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
9,face-moisturizer,https://www.sephora.com/product/skinfix-barrier-strengthening-and-moisturizing-triple-lipid-peptide-refillable-cream-with-b-l3-P442840?skuId=2742369&icid2=products%20grid:p442840:product,skinfix,barrier+ strengthening and moisturizing triple lipid-peptide refillable cream with b-l3,dry,$54.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2742369-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
9,face-moisturizer,https://www.sephora.com/product/skinfix-barrier-strengthening-and-moisturizing-triple-lipid-peptide-refillable-cream-with-b-l3-P442840?skuId=2742369&icid2=products%20grid:p442840:product,skinfix,barrier+ strengthening and moisturizing triple lipid-peptide refillable cream with b-l3,combination,$54.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2742369-main-zoom.jpg?pb=clean-planet-aware&imwidth=175
10,face-moisturizer,https://www.sephora.com/product/fenty-skin-hydra-vizor-moisturizer-broad-spectrum-spf-30-sunscreen-P467249?icid2=products%20grid:p467249:product,fenty skin,hydra vizor refillable invisible face moisturizer spf 30 with niacinamide,normal,$40.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2418879-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
10,face-moisturizer,https://www.sephora.com/product/fenty-skin-hydra-vizor-moisturizer-broad-spectrum-spf-30-sunscreen-P467249?icid2=products%20grid:p467249:product,fenty skin,hydra vizor refillable invisible face moisturizer spf 30 with niacinamide,dry,$40.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2418879-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
10,face-moisturizer,https://www.sephora.com/product/fenty-skin-hydra-vizor-moisturizer-broad-spectrum-spf-30-sunscreen-P467249?icid2=products%20grid:p467249:product,fenty skin,hydra vizor refillable invisible face moisturizer spf 30 with niacinamide,combination,$40.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2418879-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
10,face-moisturizer,https://www.sephora.com/product/fenty-skin-hydra-vizor-moisturizer-broad-spectrum-spf-30-sunscreen-P467249?icid2=products%20grid:p467249:product,fenty skin,hydra vizor refillable invisible face moisturizer spf 30 with niacinamide,oily,$40.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2418879-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
11,face-moisturizer,https://www.sephora.com/product/the-inkey-list-omega-water-cream-moisturizer-P479354?skuId=2530756&icid2=products%20grid:p479354:product,the inkey list,omega water cream oil-free moisturizer + niacinamide,normal,$12.00 ,"dryness,uneven texture,oiliness,",0.4714045207910318,face-moisturizer,https://www.sephora.com/productimages/sku/s2530756-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
11,face-moisturizer,https://www.sephora.com/product/the-inkey-list-omega-water-cream-moisturizer-P479354?skuId=2530756&icid2=products%20grid:p479354:product,the inkey list,omega water cream oil-free moisturizer + niacinamide,dry,$12.00 ,"dryness,uneven texture,oiliness,",0.4714045207910318,face-moisturizer,https://www.sephora.com/productimages/sku/s2530756-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
11,face-moisturizer,https://www.sephora.com/product/the-inkey-list-omega-water-cream-moisturizer-P479354?skuId=2530756&icid2=products%20grid:p479354:product,the inkey list,omega water cream oil-free moisturizer + niacinamide,combination,$12.00 ,"dryness,uneven texture,oiliness,",0.4714045207910318,face-moisturizer,https://www.sephora.com/productimages/sku/s2530756-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
11,face-moisturizer,https://www.sephora.com/product/the-inkey-list-omega-water-cream-moisturizer-P479354?skuId=2530756&icid2=products%20grid:p479354:product,the inkey list,omega water cream oil-free moisturizer + niacinamide,oily,$12.00 ,"dryness,uneven texture,oiliness,",0.4714045207910318,face-moisturizer,https://www.sephora.com/productimages/sku/s2530756-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
12,face-moisturizer,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,dieux,air angel collagen & peptide hydrating gel cream,normal,$44.00 ,"fine lines,wrinkles, dryness,acne,blemishes",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2767127-main-zoom.jpg?imwidth=175
12,face-moisturizer,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,dieux,air angel collagen & peptide hydrating gel cream,dry,$44.00 ,"fine lines,wrinkles, dryness,acne,blemishes",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2767127-main-zoom.jpg?imwidth=175
12,face-moisturizer,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,dieux,air angel collagen & peptide hydrating gel cream,combination,$44.00 ,"fine lines,wrinkles, dryness,acne,blemishes",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2767127-main-zoom.jpg?imwidth=175
12,face-moisturizer,https://www.sephora.com/product/dieux-air-angel-collagen-peptide-hydrating-gel-cream-P510269?skuId=2767127&icid2=products%20grid:p510269:product,dieux,air angel collagen & peptide hydrating gel cream,oily,$44.00 ,"fine lines,wrinkles, dryness,acne,blemishes",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2767127-main-zoom.jpg?imwidth=175
13,face-moisturizer,https://www.sephora.com/product/laneige-water-bank-blue-hyaluronic-cream-moisturizer-P482693?skuId=2735843&icid2=products%20grid:p482693:product,laneige,water bank blue hyaluronic cream moisturizer for moisture barrier repair,normal,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2735843-main-zoom.jpg?imwidth=175
13,face-moisturizer,https://www.sephora.com/product/laneige-water-bank-blue-hyaluronic-cream-moisturizer-P482693?skuId=2735843&icid2=products%20grid:p482693:product,laneige,water bank blue hyaluronic cream moisturizer for moisture barrier repair,dry,$40.00 ,"dryness, dullness,loss of firmness,elasticity",0.2041241452319315,face-moisturizer,https://www.sephora.com/productimages/sku/s2735843-main-zoom.jpg?imwidth=175
14,face-moisturizer,https://www.sephora.com/product/green-tea-seed-hyaluronic-acid-hydrating-cream-P503891?skuId=2740520&icid2=products%20grid:p503891:product,innisfree,green tea seed hyaluronic acid hydrating cream,normal,$29.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2740520-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
14,face-moisturizer,https://www.sephora.com/product/green-tea-seed-hyaluronic-acid-hydrating-cream-P503891?skuId=2740520&icid2=products%20grid:p503891:product,innisfree,green tea seed hyaluronic acid hydrating cream,dry,$29.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2740520-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
14,face-moisturizer,https://www.sephora.com/product/green-tea-seed-hyaluronic-acid-hydrating-cream-P503891?skuId=2740520&icid2=products%20grid:p503891:product,innisfree,green tea seed hyaluronic acid hydrating cream,combination,$29.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2740520-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
14,face-moisturizer,https://www.sephora.com/product/green-tea-seed-hyaluronic-acid-hydrating-cream-P503891?skuId=2740520&icid2=products%20grid:p503891:product,innisfree,green tea seed hyaluronic acid hydrating cream,oily,$29.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2740520-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
15,face-moisturizer,https://www.sephora.com/product/augustinus-bader-the-rich-cream-with-tfc8-face-moisturizer-P470509?icid2=products%20grid:p470509:product,augustinus bader,the rich cream with tfc8® face moisturizer,normal,$300.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2458842-main-zoom.jpg?imwidth=175
15,face-moisturizer,https://www.sephora.com/product/augustinus-bader-the-rich-cream-with-tfc8-face-moisturizer-P470509?icid2=products%20grid:p470509:product,augustinus bader,the rich cream with tfc8® face moisturizer,dry,$300.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",0.1825741858350553,face-moisturizer,https://www.sephora.com/productimages/sku/s2458842-main-zoom.jpg?imwidth=175
16,face-moisturizer,https://www.sephora.com/product/the-water-cream-P418218?skuId=2785400&icid2=products%20grid:p418218:product,tatcha,the water cream oil-free pore minimizing refillable moisturizer,normal,$72.00 ,"dryness, pores,dullness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2785400-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
16,face-moisturizer,https://www.sephora.com/product/the-water-cream-P418218?skuId=2785400&icid2=products%20grid:p418218:product,tatcha,the water cream oil-free pore minimizing refillable moisturizer,oily,$72.00 ,"dryness, pores,dullness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2785400-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
16,face-moisturizer,https://www.sephora.com/product/the-water-cream-P418218?skuId=2785400&icid2=products%20grid:p418218:product,tatcha,the water cream oil-free pore minimizing refillable moisturizer,combination,$72.00 ,"dryness, pores,dullness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2785400-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
17,face-moisturizer,https://www.sephora.com/product/farmacy-honey-halo-ultra-hydrating-ceramide-moisturizer-P463036?icid2=products%20grid:p463036:product,farmacy,honey halo ultra-hydrating ceramide moisturizer,normal,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2369957-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
17,face-moisturizer,https://www.sephora.com/product/farmacy-honey-halo-ultra-hydrating-ceramide-moisturizer-P463036?icid2=products%20grid:p463036:product,farmacy,honey halo ultra-hydrating ceramide moisturizer,dry,$48.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",0.3651483716701107,face-moisturizer,https://www.sephora.com/productimages/sku/s2369957-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
18,face-moisturizer,https://www.sephora.com/product/hydra-vizor-mineral-spf-30-refillable-moisturizer-P506080?icid2=products%20grid:p506080:product,fenty skin,hydra vizor mineral spf 30 refillable moisturizer,normal,$36.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2648764-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
18,face-moisturizer,https://www.sephora.com/product/hydra-vizor-mineral-spf-30-refillable-moisturizer-P506080?icid2=products%20grid:p506080:product,fenty skin,hydra vizor mineral spf 30 refillable moisturizer,dry,$36.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2648764-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
18,face-moisturizer,https://www.sephora.com/product/hydra-vizor-mineral-spf-30-refillable-moisturizer-P506080?icid2=products%20grid:p506080:product,fenty skin,hydra vizor mineral spf 30 refillable moisturizer,combination,$36.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2648764-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
18,face-moisturizer,https://www.sephora.com/product/hydra-vizor-mineral-spf-30-refillable-moisturizer-P506080?icid2=products%20grid:p506080:product,fenty skin,hydra vizor mineral spf 30 refillable moisturizer,oily,$36.00 ,"dark spots, pores,dryness,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2648764-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
19,face-moisturizer,https://www.sephora.com/product/water-drench-hyaluronic-cloud-cream-P415701?skuId=1898550&icid2=products%20grid:p415701:product,peter thomas roth,water drench® hyaluronic cloud cream hydrating refillable moisturizer,normal,$54.00 ,"fine lines,wrinkles, dryness,dullness,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s1898550-main-zoom.jpg?imwidth=175
19,face-moisturizer,https://www.sephora.com/product/water-drench-hyaluronic-cloud-cream-P415701?skuId=1898550&icid2=products%20grid:p415701:product,peter thomas roth,water drench® hyaluronic cloud cream hydrating refillable moisturizer,dry,$54.00 ,"fine lines,wrinkles, dryness,dullness,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s1898550-main-zoom.jpg?imwidth=175
19,face-moisturizer,https://www.sephora.com/product/water-drench-hyaluronic-cloud-cream-P415701?skuId=1898550&icid2=products%20grid:p415701:product,peter thomas roth,water drench® hyaluronic cloud cream hydrating refillable moisturizer,combination,$54.00 ,"fine lines,wrinkles, dryness,dullness,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s1898550-main-zoom.jpg?imwidth=175
19,face-moisturizer,https://www.sephora.com/product/water-drench-hyaluronic-cloud-cream-P415701?skuId=1898550&icid2=products%20grid:p415701:product,peter thomas roth,water drench® hyaluronic cloud cream hydrating refillable moisturizer,oily,$54.00 ,"fine lines,wrinkles, dryness,dullness,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s1898550-main-zoom.jpg?imwidth=175
20,face-moisturizer,https://www.sephora.com/product/nourishing-moisturizer-hydrate-repair-P438620?skuId=2457968&icid2=products%20grid:p438620:product,sephora collection,nourishing moisturizer for skin barrier,normal,$20.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2457968-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
20,face-moisturizer,https://www.sephora.com/product/nourishing-moisturizer-hydrate-repair-P438620?skuId=2457968&icid2=products%20grid:p438620:product,sephora collection,nourishing moisturizer for skin barrier,dry,$20.00 ,"dryness,,,",0.4082482904638631,face-moisturizer,https://www.sephora.com/productimages/sku/s2457968-main-zoom.jpg?pb=clean-at-sephora&imwidth=175
21,face-moisturizer,https://www.sephora.com/product/cream-skin-refillable-toner-moisturizer-with-ceramides-peptides-P505897?skuId=2671857&icid2=products%20grid:p505897:product,laneige,cream skin refillable toner & moisturizer with ceramides and peptides,normal,$36.00 ,"dryness,loss of firmness,elasticity,,,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2671857-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175
21,face-moisturizer,https://www.sephora.com/product/cream-skin-refillable-toner-moisturizer-with-ceramides-peptides-P505897?skuId=2671857&icid2=products%20grid:p505897:product,laneige,cream skin refillable toner & moisturizer with ceramides and peptides,dry,$36.00 ,"dryness,loss of firmness,elasticity,,,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2671857-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175
21,face-moisturizer,https://www.sephora.com/product/cream-skin-refillable-toner-moisturizer-with-ceramides-peptides-P505897?skuId=2671857&icid2=products%20grid:p505897:product,laneige,cream skin refillable toner & moisturizer with ceramides and peptides,combination,$36.00 ,"dryness,loss of firmness,elasticity,,,",0.2357022603955159,face-moisturizer,https://www.sephora.com/productimages/sku/s2671857-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175
