,Unnamed: 0,label,url,brand,name,skin_type,price,concern,img,cs
302,302,cleanser,https://www.sephora.com/product/saint-jane-beauty-pore-clarity-hyaluronic-flower-acid-cleanser-P512265?skuId=2788222&icid2=products%20grid:p512265:product,saint jane beauty,pore clarity hyaluronic + flower acid cleanser,normal,$36.00 ,"pores, dryness,dullness,",https://www.sephora.com/productimages/sku/s2788222-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
302,302,cleanser,https://www.sephora.com/product/saint-jane-beauty-pore-clarity-hyaluronic-flower-acid-cleanser-P512265?skuId=2788222&icid2=products%20grid:p512265:product,saint jane beauty,pore clarity hyaluronic + flower acid cleanser,dry,$36.00 ,"pores, dryness,dullness,",https://www.sephora.com/productimages/sku/s2788222-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.2357022603955159
302,302,cleanser,https://www.sephora.com/product/saint-jane-beauty-pore-clarity-hyaluronic-flower-acid-cleanser-P512265?skuId=2788222&icid2=products%20grid:p512265:product,saint jane beauty,pore clarity hyaluronic + flower acid cleanser,combination,$36.00 ,"pores, dryness,dullness,",https://www.sephora.com/productimages/sku/s2788222-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1666666666666667
302,302,cleanser,https://www.sephora.com/product/saint-jane-beauty-pore-clarity-hyaluronic-flower-acid-cleanser-P512265?skuId=2788222&icid2=products%20grid:p512265:product,saint jane beauty,pore clarity hyaluronic + flower acid cleanser,oily,$36.00 ,"pores, dryness,dullness,",https://www.sephora.com/productimages/sku/s2788222-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
303,303,cleanser,https://www.sephora.com/product/augustinus-bader-the-cream-cleansing-gel-with-tfc8-gentle-cleanser-P470506?icid2=products%20grid:p470506:product,augustinus bader,the cream cleansing gel with tfc8® gentle cleanser,normal,$73.00 ,"pores, uneven texture,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2458891-main-zoom.jpg?imwidth=175,0.0
303,303,cleanser,https://www.sephora.com/product/augustinus-bader-the-cream-cleansing-gel-with-tfc8-gentle-cleanser-P470506?icid2=products%20grid:p470506:product,augustinus bader,the cream cleansing gel with tfc8® gentle cleanser,dry,$73.00 ,"pores, uneven texture,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2458891-main-zoom.jpg?imwidth=175,0.18257418583505539
303,303,cleanser,https://www.sephora.com/product/augustinus-bader-the-cream-cleansing-gel-with-tfc8-gentle-cleanser-P470506?icid2=products%20grid:p470506:product,augustinus bader,the cream cleansing gel with tfc8® gentle cleanser,combination,$73.00 ,"pores, uneven texture,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2458891-main-zoom.jpg?imwidth=175,0.14433756729740646
303,303,cleanser,https://www.sephora.com/product/augustinus-bader-the-cream-cleansing-gel-with-tfc8-gentle-cleanser-P470506?icid2=products%20grid:p470506:product,augustinus bader,the cream cleansing gel with tfc8® gentle cleanser,oily,$73.00 ,"pores, uneven texture,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2458891-main-zoom.jpg?imwidth=175,0.0
304,304,cleanser,https://www.sephora.com/product/ultra-facial-cleanser-P422007?skuId=2664266&icid2=products%20grid:p422007:product,kiehl's since 1851,ultra facial cleanser,normal,$25.00 ,"dullness, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2664266-main-zoom.jpg?imwidth=175,0.20412414523193154
304,304,cleanser,https://www.sephora.com/product/ultra-facial-cleanser-P422007?skuId=2664266&icid2=products%20grid:p422007:product,kiehl's since 1851,ultra facial cleanser,dry,$25.00 ,"dullness, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2664266-main-zoom.jpg?imwidth=175,0.4082482904638631
305,305,cleanser,https://www.sephora.com/product/turmeric-glow-foaming-cleanser-P500618?skuId=2581601&icid2=products%20grid:p500618:product,kora organics,turmeric glow foaming cleanser,normal,$46.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2581601-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
305,305,cleanser,https://www.sephora.com/product/turmeric-glow-foaming-cleanser-P500618?skuId=2581601&icid2=products%20grid:p500618:product,kora organics,turmeric glow foaming cleanser,dry,$46.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2581601-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
305,305,cleanser,https://www.sephora.com/product/turmeric-glow-foaming-cleanser-P500618?skuId=2581601&icid2=products%20grid:p500618:product,kora organics,turmeric glow foaming cleanser,combination,$46.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2581601-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1543033499620919
305,305,cleanser,https://www.sephora.com/product/turmeric-glow-foaming-cleanser-P500618?skuId=2581601&icid2=products%20grid:p500618:product,kora organics,turmeric glow foaming cleanser,oily,$46.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2581601-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
306,306,cleanser,https://www.sephora.com/product/precleanse-P423148?skuId=2002079&icid2=products%20grid:p423148:product,dermalogica,precleanse cleansing oil,normal,$49.00 ,"pores, redness,acne,blemishes",https://www.sephora.com/productimages/sku/s2002079-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175,0.18257418583505539
306,306,cleanser,https://www.sephora.com/product/precleanse-P423148?skuId=2002079&icid2=products%20grid:p423148:product,dermalogica,precleanse cleansing oil,dry,$49.00 ,"pores, redness,acne,blemishes",https://www.sephora.com/productimages/sku/s2002079-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175,0.36514837167011077
306,306,cleanser,https://www.sephora.com/product/precleanse-P423148?skuId=2002079&icid2=products%20grid:p423148:product,dermalogica,precleanse cleansing oil,combination,$49.00 ,"pores, redness,acne,blemishes",https://www.sephora.com/productimages/sku/s2002079-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175,0.2886751345948129
306,306,cleanser,https://www.sephora.com/product/precleanse-P423148?skuId=2002079&icid2=products%20grid:p423148:product,dermalogica,precleanse cleansing oil,oily,$49.00 ,"pores, redness,acne,blemishes",https://www.sephora.com/productimages/sku/s2002079-main-zoom.jpg?pb=allure-2023-bestofbeauty-badge&imwidth=175,0.18257418583505539
307,307,cleanser,https://www.sephora.com/product/farmacy-clearly-clean-cleansing-balm-P477157?icid2=products%20grid:p477157:product,farmacy,clearly clean makeup removing cleansing balm,normal,$36.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2501229-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
307,307,cleanser,https://www.sephora.com/product/farmacy-clearly-clean-cleansing-balm-P477157?icid2=products%20grid:p477157:product,farmacy,clearly clean makeup removing cleansing balm,dry,$36.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2501229-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.2357022603955159
307,307,cleanser,https://www.sephora.com/product/farmacy-clearly-clean-cleansing-balm-P477157?icid2=products%20grid:p477157:product,farmacy,clearly clean makeup removing cleansing balm,combination,$36.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2501229-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1666666666666667
307,307,cleanser,https://www.sephora.com/product/farmacy-clearly-clean-cleansing-balm-P477157?icid2=products%20grid:p477157:product,farmacy,clearly clean makeup removing cleansing balm,oily,$36.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2501229-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
308,308,cleanser,https://www.sephora.com/product/sephora-collection-super-glow-cleansing-powder-vitamins-c-e-P505389?skuId=2618676&icid2=products%20grid:p505389:product,sephora collection,super glow cleansing powder vitamins c+e,normal,,"dullness,,,",https://www.sephora.com/productimages/sku/s2618676-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
308,308,cleanser,https://www.sephora.com/product/sephora-collection-super-glow-cleansing-powder-vitamins-c-e-P505389?skuId=2618676&icid2=products%20grid:p505389:product,sephora collection,super glow cleansing powder vitamins c+e,dry,,"dullness,,,",https://www.sephora.com/productimages/sku/s2618676-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.2886751345948129
308,308,cleanser,https://www.sephora.com/product/sephora-collection-super-glow-cleansing-powder-vitamins-c-e-P505389?skuId=2618676&icid2=products%20grid:p505389:product,sephora collection,super glow cleansing powder vitamins c+e,combination,,"dullness,,,",https://www.sephora.com/productimages/sku/s2618676-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.18257418583505539
308,308,cleanser,https://www.sephora.com/product/sephora-collection-super-glow-cleansing-powder-vitamins-c-e-P505389?skuId=2618676&icid2=products%20grid:p505389:product,sephora collection,super glow cleansing powder vitamins c+e,oily,,"dullness,,,",https://www.sephora.com/productimages/sku/s2618676-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
309,309,cleanser,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?skuId=1375682&icid2=products%20grid:p297516:product,origins,checks and balances™ frothy face wash,normal,$29.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s1375682-main-zoom.jpg?imwidth=175,0.36514837167011077
309,309,cleanser,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?skuId=1375682&icid2=products%20grid:p297516:product,origins,checks and balances™ frothy face wash,dry,$29.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s1375682-main-zoom.jpg?imwidth=175,0.4082482904638631
309,309,cleanser,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?skuId=1375682&icid2=products%20grid:p297516:product,origins,checks and balances™ frothy face wash,combination,$29.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s1375682-main-zoom.jpg?imwidth=175,0.3086066999241838
309,309,cleanser,https://www.sephora.com/product/checks-balances-frothy-face-wash-P297516?skuId=1375682&icid2=products%20grid:p297516:product,origins,checks and balances™ frothy face wash,oily,$29.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s1375682-main-zoom.jpg?imwidth=175,0.36514837167011077
310,310,cleanser,https://www.sephora.com/product/special-cleansing-gel-P423136?skuId=2002103&icid2=products%20grid:p423136:product,dermalogica,special cleansing gel,normal,$44.00 ,"pores, dullness,oiliness,",https://www.sephora.com/productimages/sku/s2002103-main-zoom.jpg?imwidth=175,0.20412414523193154
310,310,cleanser,https://www.sephora.com/product/special-cleansing-gel-P423136?skuId=2002103&icid2=products%20grid:p423136:product,dermalogica,special cleansing gel,combination,$44.00 ,"pores, dullness,oiliness,",https://www.sephora.com/productimages/sku/s2002103-main-zoom.jpg?imwidth=175,0.3086066999241838
310,310,cleanser,https://www.sephora.com/product/special-cleansing-gel-P423136?skuId=2002103&icid2=products%20grid:p423136:product,dermalogica,special cleansing gel,oily,$44.00 ,"pores, dullness,oiliness,",https://www.sephora.com/productimages/sku/s2002103-main-zoom.jpg?imwidth=175,0.20412414523193154
311,311,cleanser,https://www.sephora.com/product/sephora-collection-smoothing-cleanser-P473726?skuId=2368207&icid2=products%20grid:p473726:product,sephora collection,smoothing cleanser with aha + bha,normal,$14.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2368207-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
311,311,cleanser,https://www.sephora.com/product/sephora-collection-smoothing-cleanser-P473726?skuId=2368207&icid2=products%20grid:p473726:product,sephora collection,smoothing cleanser with aha + bha,dry,$14.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2368207-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
311,311,cleanser,https://www.sephora.com/product/sephora-collection-smoothing-cleanser-P473726?skuId=2368207&icid2=products%20grid:p473726:product,sephora collection,smoothing cleanser with aha + bha,combination,$14.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2368207-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1543033499620919
311,311,cleanser,https://www.sephora.com/product/sephora-collection-smoothing-cleanser-P473726?skuId=2368207&icid2=products%20grid:p473726:product,sephora collection,smoothing cleanser with aha + bha,oily,$14.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2368207-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.0
312,312,cleanser,https://www.sephora.com/product/water-bank-cleansing-foam-P500982?skuId=2594828&icid2=products%20grid:p500982:product,laneige,water bank cleansing foam,normal,$25.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2594828-main-zoom.jpg?imwidth=175,0.20412414523193154
312,312,cleanser,https://www.sephora.com/product/water-bank-cleansing-foam-P500982?skuId=2594828&icid2=products%20grid:p500982:product,laneige,water bank cleansing foam,dry,$25.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2594828-main-zoom.jpg?imwidth=175,0.2357022603955159
312,312,cleanser,https://www.sephora.com/product/water-bank-cleansing-foam-P500982?skuId=2594828&icid2=products%20grid:p500982:product,laneige,water bank cleansing foam,combination,$25.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2594828-main-zoom.jpg?imwidth=175,0.1666666666666667
312,312,cleanser,https://www.sephora.com/product/water-bank-cleansing-foam-P500982?skuId=2594828&icid2=products%20grid:p500982:product,laneige,water bank cleansing foam,oily,$25.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2594828-main-zoom.jpg?imwidth=175,0.20412414523193154
313,313,cleanser,https://www.sephora.com/product/korres-greek-yoghurt-foaming-cream-cleanser-P456412?skuId=2333177&icid2=products%20grid:p456412:product,korres,greek yoghurt foaming cream cleanser,normal,$28.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2333177-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.4714045207910318
313,313,cleanser,https://www.sephora.com/product/korres-greek-yoghurt-foaming-cream-cleanser-P456412?skuId=2333177&icid2=products%20grid:p456412:product,korres,greek yoghurt foaming cream cleanser,dry,$28.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2333177-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.5773502691896258
313,313,cleanser,https://www.sephora.com/product/korres-greek-yoghurt-foaming-cream-cleanser-P456412?skuId=2333177&icid2=products%20grid:p456412:product,korres,greek yoghurt foaming cream cleanser,combination,$28.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2333177-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.36514837167011077
313,313,cleanser,https://www.sephora.com/product/korres-greek-yoghurt-foaming-cream-cleanser-P456412?skuId=2333177&icid2=products%20grid:p456412:product,korres,greek yoghurt foaming cream cleanser,oily,$28.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2333177-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.4714045207910318
314,314,cleanser,https://www.sephora.com/product/josie-maran-pineapple-enzyme-exfoliating-brightening-foaming-gel-cleanser-P512946?skuId=2810307&icid2=products%20grid:p512946:product,josie maran,pineapple enzyme exfoliating + brightening foaming gel cleanser with ahas,normal,$31.00 ,"pores, dullness,uneven skin tone,",https://www.sephora.com/productimages/sku/s2810307-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.0
314,314,cleanser,https://www.sephora.com/product/josie-maran-pineapple-enzyme-exfoliating-brightening-foaming-gel-cleanser-P512946?skuId=2810307&icid2=products%20grid:p512946:product,josie maran,pineapple enzyme exfoliating + brightening foaming gel cleanser with ahas,dry,$31.00 ,"pores, dullness,uneven skin tone,",https://www.sephora.com/productimages/sku/s2810307-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.2357022603955159
314,314,cleanser,https://www.sephora.com/product/josie-maran-pineapple-enzyme-exfoliating-brightening-foaming-gel-cleanser-P512946?skuId=2810307&icid2=products%20grid:p512946:product,josie maran,pineapple enzyme exfoliating + brightening foaming gel cleanser with ahas,combination,$31.00 ,"pores, dullness,uneven skin tone,",https://www.sephora.com/productimages/sku/s2810307-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.1666666666666667
314,314,cleanser,https://www.sephora.com/product/josie-maran-pineapple-enzyme-exfoliating-brightening-foaming-gel-cleanser-P512946?skuId=2810307&icid2=products%20grid:p512946:product,josie maran,pineapple enzyme exfoliating + brightening foaming gel cleanser with ahas,oily,$31.00 ,"pores, dullness,uneven skin tone,",https://www.sephora.com/productimages/sku/s2810307-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.0
315,315,cleanser,https://www.sephora.com/product/peace-out-2-salicylic-acid-acne-gel-cleanser-P510882?skuId=2734754&icid2=products%20grid:p510882:product,peace out,2% salicylic acid acne gel cleanser,normal,$29.00 ,"redness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2734754-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.36514837167011077
315,315,cleanser,https://www.sephora.com/product/peace-out-2-salicylic-acid-acne-gel-cleanser-P510882?skuId=2734754&icid2=products%20grid:p510882:product,peace out,2% salicylic acid acne gel cleanser,dry,$29.00 ,"redness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2734754-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.5477225575051662
315,315,cleanser,https://www.sephora.com/product/peace-out-2-salicylic-acid-acne-gel-cleanser-P510882?skuId=2734754&icid2=products%20grid:p510882:product,peace out,2% salicylic acid acne gel cleanser,combination,$29.00 ,"redness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2734754-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.4330127018922194
315,315,cleanser,https://www.sephora.com/product/peace-out-2-salicylic-acid-acne-gel-cleanser-P510882?skuId=2734754&icid2=products%20grid:p510882:product,peace out,2% salicylic acid acne gel cleanser,oily,$29.00 ,"redness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2734754-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.36514837167011077
316,316,cleanser,https://www.sephora.com/product/caudalie-vinoclean-gentle-cleansing-almond-milk-P469444?skuId=2421121&icid2=products%20grid:p469444:product,caudalie,vinoclean gentle cleansing almond milk,normal,$30.00 ,"dryness, redness,dullness,",https://www.sephora.com/productimages/sku/s2421121-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.4082482904638631
316,316,cleanser,https://www.sephora.com/product/caudalie-vinoclean-gentle-cleansing-almond-milk-P469444?skuId=2421121&icid2=products%20grid:p469444:product,caudalie,vinoclean gentle cleansing almond milk,dry,$30.00 ,"dryness, redness,dullness,",https://www.sephora.com/productimages/sku/s2421121-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.4714045207910318
316,316,cleanser,https://www.sephora.com/product/caudalie-vinoclean-gentle-cleansing-almond-milk-P469444?skuId=2421121&icid2=products%20grid:p469444:product,caudalie,vinoclean gentle cleansing almond milk,combination,$30.00 ,"dryness, redness,dullness,",https://www.sephora.com/productimages/sku/s2421121-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.3333333333333334
316,316,cleanser,https://www.sephora.com/product/caudalie-vinoclean-gentle-cleansing-almond-milk-P469444?skuId=2421121&icid2=products%20grid:p469444:product,caudalie,vinoclean gentle cleansing almond milk,oily,$30.00 ,"dryness, redness,dullness,",https://www.sephora.com/productimages/sku/s2421121-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.4082482904638631
317,317,cleanser,https://www.sephora.com/product/innisfree-volcanic-bha-pore-cleansing-foam-P503935?skuId=2740579&icid2=products%20grid:p503935:product,innisfree,volcanic bha pore cleansing foam,combination,$14.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2740579-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.3086066999241838
317,317,cleanser,https://www.sephora.com/product/innisfree-volcanic-bha-pore-cleansing-foam-P503935?skuId=2740579&icid2=products%20grid:p503935:product,innisfree,volcanic bha pore cleansing foam,oily,$14.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2740579-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
318,318,cleanser,https://www.sephora.com/product/dr-idriss-soft-wash-jelly-cleanser-P511460?skuId=2647584&icid2=products%20grid:p511460:product,dr. idriss,soft wash jelly cleanser,normal,$30.00 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2647584-main-zoom.jpg?imwidth=175,0.4714045207910318
318,318,cleanser,https://www.sephora.com/product/dr-idriss-soft-wash-jelly-cleanser-P511460?skuId=2647584&icid2=products%20grid:p511460:product,dr. idriss,soft wash jelly cleanser,dry,$30.00 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2647584-main-zoom.jpg?imwidth=175,0.5773502691896258
318,318,cleanser,https://www.sephora.com/product/dr-idriss-soft-wash-jelly-cleanser-P511460?skuId=2647584&icid2=products%20grid:p511460:product,dr. idriss,soft wash jelly cleanser,combination,$30.00 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2647584-main-zoom.jpg?imwidth=175,0.36514837167011077
318,318,cleanser,https://www.sephora.com/product/dr-idriss-soft-wash-jelly-cleanser-P511460?skuId=2647584&icid2=products%20grid:p511460:product,dr. idriss,soft wash jelly cleanser,oily,$30.00 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2647584-main-zoom.jpg?imwidth=175,0.4714045207910318
319,319,cleanser,https://www.sephora.com/product/creamy-gentle-exfoliating-pore-perfecting-cleanser-with-salicylic-acid-P507131?skuId=2701050&icid2=products%20grid:p507131:product,peace out,creamy gentle exfoliating pore perfecting cleanser with salicylic acid,normal,$25.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2701050-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
319,319,cleanser,https://www.sephora.com/product/creamy-gentle-exfoliating-pore-perfecting-cleanser-with-salicylic-acid-P507131?skuId=2701050&icid2=products%20grid:p507131:product,peace out,creamy gentle exfoliating pore perfecting cleanser with salicylic acid,dry,$25.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2701050-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.4082482904638631
319,319,cleanser,https://www.sephora.com/product/creamy-gentle-exfoliating-pore-perfecting-cleanser-with-salicylic-acid-P507131?skuId=2701050&icid2=products%20grid:p507131:product,peace out,creamy gentle exfoliating pore perfecting cleanser with salicylic acid,combination,$25.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2701050-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.3086066999241838
319,319,cleanser,https://www.sephora.com/product/creamy-gentle-exfoliating-pore-perfecting-cleanser-with-salicylic-acid-P507131?skuId=2701050&icid2=products%20grid:p507131:product,peace out,creamy gentle exfoliating pore perfecting cleanser with salicylic acid,oily,$25.00 ,"pores, uneven texture,oiliness,",https://www.sephora.com/productimages/sku/s2701050-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
320,320,cleanser,https://www.sephora.com/product/clean-skin-gel-cleanse-tone-P438618?skuId=2457976&icid2=products%20grid:p438618:product,sephora collection,clean skin gel cleanser with prebiotics,normal,$14.00 ,"pores, dryness,acne,blemishes",https://www.sephora.com/productimages/sku/s2457976-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.18257418583505539
320,320,cleanser,https://www.sephora.com/product/clean-skin-gel-cleanse-tone-P438618?skuId=2457976&icid2=products%20grid:p438618:product,sephora collection,clean skin gel cleanser with prebiotics,dry,$14.00 ,"pores, dryness,acne,blemishes",https://www.sephora.com/productimages/sku/s2457976-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
320,320,cleanser,https://www.sephora.com/product/clean-skin-gel-cleanse-tone-P438618?skuId=2457976&icid2=products%20grid:p438618:product,sephora collection,clean skin gel cleanser with prebiotics,combination,$14.00 ,"pores, dryness,acne,blemishes",https://www.sephora.com/productimages/sku/s2457976-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1543033499620919
320,320,cleanser,https://www.sephora.com/product/clean-skin-gel-cleanse-tone-P438618?skuId=2457976&icid2=products%20grid:p438618:product,sephora collection,clean skin gel cleanser with prebiotics,oily,$14.00 ,"pores, dryness,acne,blemishes",https://www.sephora.com/productimages/sku/s2457976-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.18257418583505539
321,321,cleanser,https://www.sephora.com/product/glycolipid-cream-cleanser-P506135?skuId=2673309&icid2=products%20grid:p506135:product,the ordinary,glycolipid cream cleanser,normal,$12.50 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2673309-main-zoom.jpg?imwidth=175,0.4714045207910318
321,321,cleanser,https://www.sephora.com/product/glycolipid-cream-cleanser-P506135?skuId=2673309&icid2=products%20grid:p506135:product,the ordinary,glycolipid cream cleanser,dry,$12.50 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2673309-main-zoom.jpg?imwidth=175,0.5773502691896258
321,321,cleanser,https://www.sephora.com/product/glycolipid-cream-cleanser-P506135?skuId=2673309&icid2=products%20grid:p506135:product,the ordinary,glycolipid cream cleanser,combination,$12.50 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2673309-main-zoom.jpg?imwidth=175,0.36514837167011077
321,321,cleanser,https://www.sephora.com/product/glycolipid-cream-cleanser-P506135?skuId=2673309&icid2=products%20grid:p506135:product,the ordinary,glycolipid cream cleanser,oily,$12.50 ,"dryness,oiliness,,,",https://www.sephora.com/productimages/sku/s2673309-main-zoom.jpg?imwidth=175,0.4714045207910318
322,322,cleanser,https://www.sephora.com/product/elemis-dynamic-gentle-resurfacing-enzyme-cleanser-P510313?skuId=2758993&icid2=products%20grid:p510313:product,elemis,dynamic gentle resurfacing enzyme cleanser,normal,$55.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2758993-main-zoom.jpg?imwidth=175,0.0
322,322,cleanser,https://www.sephora.com/product/elemis-dynamic-gentle-resurfacing-enzyme-cleanser-P510313?skuId=2758993&icid2=products%20grid:p510313:product,elemis,dynamic gentle resurfacing enzyme cleanser,combination,$55.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2758993-main-zoom.jpg?imwidth=175,0.1543033499620919
322,322,cleanser,https://www.sephora.com/product/elemis-dynamic-gentle-resurfacing-enzyme-cleanser-P510313?skuId=2758993&icid2=products%20grid:p510313:product,elemis,dynamic gentle resurfacing enzyme cleanser,oily,$55.00 ,"pores, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2758993-main-zoom.jpg?imwidth=175,0.0
323,323,cleanser,https://www.sephora.com/product/glossier-milky-jelly-gentle-gel-face-cleanser-P504524?skuId=2649556&icid2=products%20grid:p504524:product,glossier,milky jelly gentle gel face cleanser,normal,$22.00 ,"dryness,dullness,,,",,0.2357022603955159
323,323,cleanser,https://www.sephora.com/product/glossier-milky-jelly-gentle-gel-face-cleanser-P504524?skuId=2649556&icid2=products%20grid:p504524:product,glossier,milky jelly gentle gel face cleanser,dry,$22.00 ,"dryness,dullness,,,",,0.2886751345948129
323,323,cleanser,https://www.sephora.com/product/glossier-milky-jelly-gentle-gel-face-cleanser-P504524?skuId=2649556&icid2=products%20grid:p504524:product,glossier,milky jelly gentle gel face cleanser,combination,$22.00 ,"dryness,dullness,,,",,0.18257418583505539
