,Unnamed: 0,label,url,brand,name,skin_type,price,concern,img,cs
210,210,face-moisturizer,https://www.sephora.com/product/kiehls-ultra-facial-moisturizer-spf-30-P509945?skuId=2664290&icid2=products%20grid:p509945:product,kiehl's since 1851,ultra facial moisturizer spf 30,oily,$39.00 ,"dryness,dullness,,,",https://www.sephora.com/productimages/sku/s2664290-main-zoom.jpg?imwidth=175,0.2357022603955159
211,211,face-moisturizer,https://www.sephora.com/product/ultra-repair-hydra-firm-sleeping-cream-P393076?skuId=1670090&icid2=products%20grid:p393076:product,first aid beauty,ultra repair hydra-firm night cream,normal,$44.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1670090-main-zoom.jpg?imwidth=175,0.3333333333333334
211,211,face-moisturizer,https://www.sephora.com/product/ultra-repair-hydra-firm-sleeping-cream-P393076?skuId=1670090&icid2=products%20grid:p393076:product,first aid beauty,ultra repair hydra-firm night cream,dry,$44.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1670090-main-zoom.jpg?imwidth=175,0.36514837167011077
211,211,face-moisturizer,https://www.sephora.com/product/ultra-repair-hydra-firm-sleeping-cream-P393076?skuId=1670090&icid2=products%20grid:p393076:product,first aid beauty,ultra repair hydra-firm night cream,combination,$44.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1670090-main-zoom.jpg?imwidth=175,0.2886751345948129
212,212,face-moisturizer,https://www.sephora.com/product/first-aid-beauty-brighten-glow-moisturizer-with-vitamin-c-P509444?skuId=2735256&icid2=products%20grid:p509444:product,first aid beauty,brighten + glow moisturizer with vitamin c,normal,$44.00 ,"dryness, dullness,acne,blemishes",https://www.sephora.com/productimages/sku/s2735256-main-zoom.jpg?imwidth=175,0.18257418583505539
212,212,face-moisturizer,https://www.sephora.com/product/first-aid-beauty-brighten-glow-moisturizer-with-vitamin-c-P509444?skuId=2735256&icid2=products%20grid:p509444:product,first aid beauty,brighten + glow moisturizer with vitamin c,dry,$44.00 ,"dryness, dullness,acne,blemishes",https://www.sephora.com/productimages/sku/s2735256-main-zoom.jpg?imwidth=175,0.20412414523193154
212,212,face-moisturizer,https://www.sephora.com/product/first-aid-beauty-brighten-glow-moisturizer-with-vitamin-c-P509444?skuId=2735256&icid2=products%20grid:p509444:product,first aid beauty,brighten + glow moisturizer with vitamin c,combination,$44.00 ,"dryness, dullness,acne,blemishes",https://www.sephora.com/productimages/sku/s2735256-main-zoom.jpg?imwidth=175,0.1543033499620919
212,212,face-moisturizer,https://www.sephora.com/product/first-aid-beauty-brighten-glow-moisturizer-with-vitamin-c-P509444?skuId=2735256&icid2=products%20grid:p509444:product,first aid beauty,brighten + glow moisturizer with vitamin c,oily,$44.00 ,"dryness, dullness,acne,blemishes",https://www.sephora.com/productimages/sku/s2735256-main-zoom.jpg?imwidth=175,0.18257418583505539
213,213,face-moisturizer,https://www.sephora.com/product/kate-somerville-kateceuticals-total-repair-cream-P469112?skuId=2446961&icid2=products%20grid:p469112:product,kate somerville,kateceuticals® total repair cream      ,normal,$140.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2446961-main-zoom.jpg?imwidth=175,0.3333333333333334
213,213,face-moisturizer,https://www.sephora.com/product/kate-somerville-kateceuticals-total-repair-cream-P469112?skuId=2446961&icid2=products%20grid:p469112:product,kate somerville,kateceuticals® total repair cream      ,dry,$140.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2446961-main-zoom.jpg?imwidth=175,0.36514837167011077
213,213,face-moisturizer,https://www.sephora.com/product/kate-somerville-kateceuticals-total-repair-cream-P469112?skuId=2446961&icid2=products%20grid:p469112:product,kate somerville,kateceuticals® total repair cream      ,combination,$140.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2446961-main-zoom.jpg?imwidth=175,0.2886751345948129
213,213,face-moisturizer,https://www.sephora.com/product/kate-somerville-kateceuticals-total-repair-cream-P469112?skuId=2446961&icid2=products%20grid:p469112:product,kate somerville,kateceuticals® total repair cream      ,oily,$140.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2446961-main-zoom.jpg?imwidth=175,0.3333333333333334
214,214,face-moisturizer,https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?skuId=1564467&icid2=products%20grid:p383051:product,dr. brandt skincare,do not age with dr. brandt time defying cream,normal,$132.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1564467-main-zoom.jpg?imwidth=175,0.3333333333333334
214,214,face-moisturizer,https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?skuId=1564467&icid2=products%20grid:p383051:product,dr. brandt skincare,do not age with dr. brandt time defying cream,dry,$132.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1564467-main-zoom.jpg?imwidth=175,0.36514837167011077
214,214,face-moisturizer,https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?skuId=1564467&icid2=products%20grid:p383051:product,dr. brandt skincare,do not age with dr. brandt time defying cream,combination,$132.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1564467-main-zoom.jpg?imwidth=175,0.2886751345948129
214,214,face-moisturizer,https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?skuId=1564467&icid2=products%20grid:p383051:product,dr. brandt skincare,do not age with dr. brandt time defying cream,oily,$132.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s1564467-main-zoom.jpg?imwidth=175,0.3333333333333334
215,215,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?skuId=2278653&icid2=products%20grid:p449601:product,dr. barbara sturm,face cream light,normal,$240.00 ,"oiliness, fine lines,wrinkles,pores,",https://www.sephora.com/productimages/sku/s2278653-main-zoom.jpg?imwidth=175,0.36514837167011077
215,215,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?skuId=2278653&icid2=products%20grid:p449601:product,dr. barbara sturm,face cream light,combination,$240.00 ,"oiliness, fine lines,wrinkles,pores,",https://www.sephora.com/productimages/sku/s2278653-main-zoom.jpg?imwidth=175,0.4330127018922194
215,215,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?skuId=2278653&icid2=products%20grid:p449601:product,dr. barbara sturm,face cream light,oily,$240.00 ,"oiliness, fine lines,wrinkles,pores,",https://www.sephora.com/productimages/sku/s2278653-main-zoom.jpg?imwidth=175,0.36514837167011077
216,216,face-moisturizer,https://www.sephora.com/product/jack-black-turbo-body-lotion-energizing-gel-moisturizer-with-eucalyptus-aloe-P476571?skuId=2483600&icid2=products%20grid:p476571:product,jack black,turbo body lotion energizing gel moisturizer with eucalyptus & aloe,normal,$38.00 ,"dryness,,,",https://www.sephora.com/productimages/sku/s2483600-main-zoom.jpg?imwidth=175,0.2886751345948129
216,216,face-moisturizer,https://www.sephora.com/product/jack-black-turbo-body-lotion-energizing-gel-moisturizer-with-eucalyptus-aloe-P476571?skuId=2483600&icid2=products%20grid:p476571:product,jack black,turbo body lotion energizing gel moisturizer with eucalyptus & aloe,dry,$38.00 ,"dryness,,,",https://www.sephora.com/productimages/sku/s2483600-main-zoom.jpg?imwidth=175,0.4082482904638631
216,216,face-moisturizer,https://www.sephora.com/product/jack-black-turbo-body-lotion-energizing-gel-moisturizer-with-eucalyptus-aloe-P476571?skuId=2483600&icid2=products%20grid:p476571:product,jack black,turbo body lotion energizing gel moisturizer with eucalyptus & aloe,combination,$38.00 ,"dryness,,,",https://www.sephora.com/productimages/sku/s2483600-main-zoom.jpg?imwidth=175,0.20412414523193154
216,216,face-moisturizer,https://www.sephora.com/product/jack-black-turbo-body-lotion-energizing-gel-moisturizer-with-eucalyptus-aloe-P476571?skuId=2483600&icid2=products%20grid:p476571:product,jack black,turbo body lotion energizing gel moisturizer with eucalyptus & aloe,oily,$38.00 ,"dryness,,,",https://www.sephora.com/productimages/sku/s2483600-main-zoom.jpg?imwidth=175,0.2886751345948129
217,217,face-moisturizer,https://www.sephora.com/product/emerald-cannabis-sativa-hemp-seed-deep-moisture-glow-oil-P437981?skuId=2189652&icid2=products%20grid:p437981:product,herbivore,emerald hemp seed deep moisture glow oil,normal,$50.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2189652-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.20412414523193154
217,217,face-moisturizer,https://www.sephora.com/product/emerald-cannabis-sativa-hemp-seed-deep-moisture-glow-oil-P437981?skuId=2189652&icid2=products%20grid:p437981:product,herbivore,emerald hemp seed deep moisture glow oil,dry,$50.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2189652-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.2357022603955159
217,217,face-moisturizer,https://www.sephora.com/product/emerald-cannabis-sativa-hemp-seed-deep-moisture-glow-oil-P437981?skuId=2189652&icid2=products%20grid:p437981:product,herbivore,emerald hemp seed deep moisture glow oil,combination,$50.00 ,"dryness, dullness,uneven texture,",https://www.sephora.com/productimages/sku/s2189652-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.1666666666666667
218,218,face-moisturizer,https://www.sephora.com/product/kiehls-midnight-recovery-omega-rich-cloud-cream-P483664?skuId=2532414&icid2=products%20grid:p483664:product,kiehl's since 1851,midnight  recovery omega-rich cloud cream,normal,$62.00 ,"dryness, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532414-main-zoom.jpg?imwidth=175,0.18257418583505539
218,218,face-moisturizer,https://www.sephora.com/product/kiehls-midnight-recovery-omega-rich-cloud-cream-P483664?skuId=2532414&icid2=products%20grid:p483664:product,kiehl's since 1851,midnight  recovery omega-rich cloud cream,dry,$62.00 ,"dryness, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532414-main-zoom.jpg?imwidth=175,0.20412414523193154
218,218,face-moisturizer,https://www.sephora.com/product/kiehls-midnight-recovery-omega-rich-cloud-cream-P483664?skuId=2532414&icid2=products%20grid:p483664:product,kiehl's since 1851,midnight  recovery omega-rich cloud cream,combination,$62.00 ,"dryness, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532414-main-zoom.jpg?imwidth=175,0.1543033499620919
218,218,face-moisturizer,https://www.sephora.com/product/kiehls-midnight-recovery-omega-rich-cloud-cream-P483664?skuId=2532414&icid2=products%20grid:p483664:product,kiehl's since 1851,midnight  recovery omega-rich cloud cream,oily,$62.00 ,"dryness, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532414-main-zoom.jpg?imwidth=175,0.18257418583505539
219,219,face-moisturizer,https://www.sephora.com/product/honey-savior-all-in-one-skin-repair-salve-with-echinacea-greenenvy-honey-P414293?skuId=1894039&icid2=products%20grid:p414293:product,farmacy,honey savior all-in-one skin repair salve,normal,$35.00 ,"dryness,dullness,uneven texture,",https://www.sephora.com/productimages/sku/s1894039-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
219,219,face-moisturizer,https://www.sephora.com/product/honey-savior-all-in-one-skin-repair-salve-with-echinacea-greenenvy-honey-P414293?skuId=1894039&icid2=products%20grid:p414293:product,farmacy,honey savior all-in-one skin repair salve,dry,$35.00 ,"dryness,dullness,uneven texture,",https://www.sephora.com/productimages/sku/s1894039-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.2357022603955159
219,219,face-moisturizer,https://www.sephora.com/product/honey-savior-all-in-one-skin-repair-salve-with-echinacea-greenenvy-honey-P414293?skuId=1894039&icid2=products%20grid:p414293:product,farmacy,honey savior all-in-one skin repair salve,combination,$35.00 ,"dryness,dullness,uneven texture,",https://www.sephora.com/productimages/sku/s1894039-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.1666666666666667
219,219,face-moisturizer,https://www.sephora.com/product/honey-savior-all-in-one-skin-repair-salve-with-echinacea-greenenvy-honey-P414293?skuId=1894039&icid2=products%20grid:p414293:product,farmacy,honey savior all-in-one skin repair salve,oily,$35.00 ,"dryness,dullness,uneven texture,",https://www.sephora.com/productimages/sku/s1894039-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.20412414523193154
220,220,face-moisturizer,https://www.sephora.com/product/white-lucent-brightening-gel-cream-P443375?skuId=2219749&icid2=products%20grid:p443375:product,shiseido,white lucent brightening gel cream,normal,$75.00 ,"dark spots, dryness,dullness,",https://www.sephora.com/productimages/sku/s2219749-main-zoom.jpg?imwidth=175,0.20412414523193154
220,220,face-moisturizer,https://www.sephora.com/product/white-lucent-brightening-gel-cream-P443375?skuId=2219749&icid2=products%20grid:p443375:product,shiseido,white lucent brightening gel cream,dry,$75.00 ,"dark spots, dryness,dullness,",https://www.sephora.com/productimages/sku/s2219749-main-zoom.jpg?imwidth=175,0.2357022603955159
220,220,face-moisturizer,https://www.sephora.com/product/white-lucent-brightening-gel-cream-P443375?skuId=2219749&icid2=products%20grid:p443375:product,shiseido,white lucent brightening gel cream,combination,$75.00 ,"dark spots, dryness,dullness,",https://www.sephora.com/productimages/sku/s2219749-main-zoom.jpg?imwidth=175,0.1666666666666667
220,220,face-moisturizer,https://www.sephora.com/product/white-lucent-brightening-gel-cream-P443375?skuId=2219749&icid2=products%20grid:p443375:product,shiseido,white lucent brightening gel cream,oily,$75.00 ,"dark spots, dryness,dullness,",https://www.sephora.com/productimages/sku/s2219749-main-zoom.jpg?imwidth=175,0.20412414523193154
221,221,face-moisturizer,https://www.sephora.com/product/estee-lauder-revitalizing-supreme-youth-power-creme-moisturizer-P479839?skuId=2532232&icid2=products%20grid:p479839:product,estée lauder,revitalizing supreme+ youth power creme moisturizer with hyaluronic acid,normal,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532232-main-zoom.jpg?imwidth=175,0.3333333333333334
221,221,face-moisturizer,https://www.sephora.com/product/estee-lauder-revitalizing-supreme-youth-power-creme-moisturizer-P479839?skuId=2532232&icid2=products%20grid:p479839:product,estée lauder,revitalizing supreme+ youth power creme moisturizer with hyaluronic acid,dry,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532232-main-zoom.jpg?imwidth=175,0.36514837167011077
221,221,face-moisturizer,https://www.sephora.com/product/estee-lauder-revitalizing-supreme-youth-power-creme-moisturizer-P479839?skuId=2532232&icid2=products%20grid:p479839:product,estée lauder,revitalizing supreme+ youth power creme moisturizer with hyaluronic acid,combination,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532232-main-zoom.jpg?imwidth=175,0.2886751345948129
221,221,face-moisturizer,https://www.sephora.com/product/estee-lauder-revitalizing-supreme-youth-power-creme-moisturizer-P479839?skuId=2532232&icid2=products%20grid:p479839:product,estée lauder,revitalizing supreme+ youth power creme moisturizer with hyaluronic acid,oily,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2532232-main-zoom.jpg?imwidth=175,0.3333333333333334
222,222,face-moisturizer,https://www.sephora.com/product/strivectin-contour-restore-trade-tightening-sculpting-moisturizing-face-cream-P480191?skuId=2533628&icid2=products%20grid:p480191:product,strivectin,contour restore™ tightening & sculpting moisturizing face cream,normal,$99.00 ,"dryness,loss of firmness,elasticity,,,",https://www.sephora.com/productimages/sku/s2533628-main-zoom.jpg?imwidth=175,0.20412414523193154
222,222,face-moisturizer,https://www.sephora.com/product/strivectin-contour-restore-trade-tightening-sculpting-moisturizing-face-cream-P480191?skuId=2533628&icid2=products%20grid:p480191:product,strivectin,contour restore™ tightening & sculpting moisturizing face cream,dry,$99.00 ,"dryness,loss of firmness,elasticity,,,",https://www.sephora.com/productimages/sku/s2533628-main-zoom.jpg?imwidth=175,0.2357022603955159
222,222,face-moisturizer,https://www.sephora.com/product/strivectin-contour-restore-trade-tightening-sculpting-moisturizing-face-cream-P480191?skuId=2533628&icid2=products%20grid:p480191:product,strivectin,contour restore™ tightening & sculpting moisturizing face cream,combination,$99.00 ,"dryness,loss of firmness,elasticity,,,",https://www.sephora.com/productimages/sku/s2533628-main-zoom.jpg?imwidth=175,0.1666666666666667
222,222,face-moisturizer,https://www.sephora.com/product/strivectin-contour-restore-trade-tightening-sculpting-moisturizing-face-cream-P480191?skuId=2533628&icid2=products%20grid:p480191:product,strivectin,contour restore™ tightening & sculpting moisturizing face cream,oily,$99.00 ,"dryness,loss of firmness,elasticity,,,",https://www.sephora.com/productimages/sku/s2533628-main-zoom.jpg?imwidth=175,0.20412414523193154
223,223,face-moisturizer,https://www.sephora.com/product/dior-capture-totale-cell-energy-firming-wrinkle-correcting-creme-P454806?skuId=2300838&icid2=products%20grid:p454806:product,dior,capture totale firming & wrinkle-correcting cream,normal,$135.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2300838-main-zoom.jpg?imwidth=175,0.1666666666666667
223,223,face-moisturizer,https://www.sephora.com/product/dior-capture-totale-cell-energy-firming-wrinkle-correcting-creme-P454806?skuId=2300838&icid2=products%20grid:p454806:product,dior,capture totale firming & wrinkle-correcting cream,dry,$135.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2300838-main-zoom.jpg?imwidth=175,0.3333333333333334
223,223,face-moisturizer,https://www.sephora.com/product/dior-capture-totale-cell-energy-firming-wrinkle-correcting-creme-P454806?skuId=2300838&icid2=products%20grid:p454806:product,dior,capture totale firming & wrinkle-correcting cream,combination,$135.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2300838-main-zoom.jpg?imwidth=175,0.2721655269759087
223,223,face-moisturizer,https://www.sephora.com/product/dior-capture-totale-cell-energy-firming-wrinkle-correcting-creme-P454806?skuId=2300838&icid2=products%20grid:p454806:product,dior,capture totale firming & wrinkle-correcting cream,oily,$135.00 ,"fine lines,wrinkles, dullness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2300838-main-zoom.jpg?imwidth=175,0.1666666666666667
224,224,face-moisturizer,https://www.sephora.com/product/dr-brandt-skincare-cool-biotic-prebiotic-redness-relief-cream-P460758?skuId=2377315&icid2=products%20grid:p460758:product,dr. brandt skincare,cool biotic™ prebiotic redness relief cream,normal,$56.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2377315-main-zoom.jpg?imwidth=175,0.4714045207910318
224,224,face-moisturizer,https://www.sephora.com/product/dr-brandt-skincare-cool-biotic-prebiotic-redness-relief-cream-P460758?skuId=2377315&icid2=products%20grid:p460758:product,dr. brandt skincare,cool biotic™ prebiotic redness relief cream,dry,$56.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2377315-main-zoom.jpg?imwidth=175,0.5773502691896258
224,224,face-moisturizer,https://www.sephora.com/product/dr-brandt-skincare-cool-biotic-prebiotic-redness-relief-cream-P460758?skuId=2377315&icid2=products%20grid:p460758:product,dr. brandt skincare,cool biotic™ prebiotic redness relief cream,combination,$56.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2377315-main-zoom.jpg?imwidth=175,0.36514837167011077
224,224,face-moisturizer,https://www.sephora.com/product/dr-brandt-skincare-cool-biotic-prebiotic-redness-relief-cream-P460758?skuId=2377315&icid2=products%20grid:p460758:product,dr. brandt skincare,cool biotic™ prebiotic redness relief cream,oily,$56.00 ,"dryness,redness,,,",https://www.sephora.com/productimages/sku/s2377315-main-zoom.jpg?imwidth=175,0.4714045207910318
225,225,face-moisturizer,https://www.sephora.com/product/strivectin-advanced-retinol-daily-repair-face-moisturizer-broad-spectrum-spf-30-P481742?skuId=2533644&icid2=products%20grid:p481742:product,strivectin,advanced retinol daily repair face moisturizer broad spectrum spf 30,normal,$99.00 ,"dark spots, fine lines,wrinkles,dullness,",https://www.sephora.com/productimages/sku/s2533644-main-zoom.jpg?imwidth=175,0.18257418583505539
225,225,face-moisturizer,https://www.sephora.com/product/strivectin-advanced-retinol-daily-repair-face-moisturizer-broad-spectrum-spf-30-P481742?skuId=2533644&icid2=products%20grid:p481742:product,strivectin,advanced retinol daily repair face moisturizer broad spectrum spf 30,dry,$99.00 ,"dark spots, fine lines,wrinkles,dullness,",https://www.sephora.com/productimages/sku/s2533644-main-zoom.jpg?imwidth=175,0.36514837167011077
225,225,face-moisturizer,https://www.sephora.com/product/strivectin-advanced-retinol-daily-repair-face-moisturizer-broad-spectrum-spf-30-P481742?skuId=2533644&icid2=products%20grid:p481742:product,strivectin,advanced retinol daily repair face moisturizer broad spectrum spf 30,combination,$99.00 ,"dark spots, fine lines,wrinkles,dullness,",https://www.sephora.com/productimages/sku/s2533644-main-zoom.jpg?imwidth=175,0.2886751345948129
225,225,face-moisturizer,https://www.sephora.com/product/strivectin-advanced-retinol-daily-repair-face-moisturizer-broad-spectrum-spf-30-P481742?skuId=2533644&icid2=products%20grid:p481742:product,strivectin,advanced retinol daily repair face moisturizer broad spectrum spf 30,oily,$99.00 ,"dark spots, fine lines,wrinkles,dullness,",https://www.sephora.com/productimages/sku/s2533644-main-zoom.jpg?imwidth=175,0.18257418583505539
226,226,face-moisturizer,https://www.sephora.com/product/herbivore-botanicals-aquarius-pore-purifying-clarity-cream-P474325?skuId=2469112&icid2=products%20grid:p474325:product,herbivore,aquarius pore purifying bha cream,normal,$46.00 ,"pores, dryness,oiliness,",https://www.sephora.com/productimages/sku/s2469112-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.4082482904638631
226,226,face-moisturizer,https://www.sephora.com/product/herbivore-botanicals-aquarius-pore-purifying-clarity-cream-P474325?skuId=2469112&icid2=products%20grid:p474325:product,herbivore,aquarius pore purifying bha cream,combination,$46.00 ,"pores, dryness,oiliness,",https://www.sephora.com/productimages/sku/s2469112-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.3333333333333334
226,226,face-moisturizer,https://www.sephora.com/product/herbivore-botanicals-aquarius-pore-purifying-clarity-cream-P474325?skuId=2469112&icid2=products%20grid:p474325:product,herbivore,aquarius pore purifying bha cream,oily,$46.00 ,"pores, dryness,oiliness,",https://www.sephora.com/productimages/sku/s2469112-main-zoom.jpg?pb=clean-planet-aware&imwidth=175,0.4082482904638631
227,227,face-moisturizer,https://www.sephora.com/product/facegym-supreme-restructure-firming-egf-collagen-boosting-moisturizer-P476677?skuId=2502961&icid2=products%20grid:p476677:product,facegym,supreme restructure collagen-boosting cermide cream,normal,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2502961-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.3333333333333334
227,227,face-moisturizer,https://www.sephora.com/product/facegym-supreme-restructure-firming-egf-collagen-boosting-moisturizer-P476677?skuId=2502961&icid2=products%20grid:p476677:product,facegym,supreme restructure collagen-boosting cermide cream,dry,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2502961-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.36514837167011077
227,227,face-moisturizer,https://www.sephora.com/product/facegym-supreme-restructure-firming-egf-collagen-boosting-moisturizer-P476677?skuId=2502961&icid2=products%20grid:p476677:product,facegym,supreme restructure collagen-boosting cermide cream,combination,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2502961-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.2886751345948129
227,227,face-moisturizer,https://www.sephora.com/product/facegym-supreme-restructure-firming-egf-collagen-boosting-moisturizer-P476677?skuId=2502961&icid2=products%20grid:p476677:product,facegym,supreme restructure collagen-boosting cermide cream,oily,$120.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2502961-main-zoom.jpg?pb=clean-at-sephora&imwidth=175,0.3333333333333334
228,228,face-moisturizer,https://www.sephora.com/product/clarifying-water-gel-moisturizer-with-hyaluronic-acid-P501003?skuId=2605707&icid2=products%20grid:p501003:product,murad,clarifying water gel moisturizer with hyaluronic acid,normal,$49.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2605707-main-zoom.jpg?imwidth=175,0.36514837167011077
228,228,face-moisturizer,https://www.sephora.com/product/clarifying-water-gel-moisturizer-with-hyaluronic-acid-P501003?skuId=2605707&icid2=products%20grid:p501003:product,murad,clarifying water gel moisturizer with hyaluronic acid,dry,$49.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2605707-main-zoom.jpg?imwidth=175,0.4082482904638631
228,228,face-moisturizer,https://www.sephora.com/product/clarifying-water-gel-moisturizer-with-hyaluronic-acid-P501003?skuId=2605707&icid2=products%20grid:p501003:product,murad,clarifying water gel moisturizer with hyaluronic acid,combination,$49.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2605707-main-zoom.jpg?imwidth=175,0.3086066999241838
228,228,face-moisturizer,https://www.sephora.com/product/clarifying-water-gel-moisturizer-with-hyaluronic-acid-P501003?skuId=2605707&icid2=products%20grid:p501003:product,murad,clarifying water gel moisturizer with hyaluronic acid,oily,$49.00 ,"dryness, acne,blemishes,oiliness,",https://www.sephora.com/productimages/sku/s2605707-main-zoom.jpg?imwidth=175,0.36514837167011077
229,229,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-face-cream-P471017?skuId=2425197&icid2=products%20grid:p471017:product,dr. barbara sturm,super anti-aging face cream,normal,$360.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2425197-main-zoom.jpg?imwidth=175,0.3333333333333334
229,229,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-face-cream-P471017?skuId=2425197&icid2=products%20grid:p471017:product,dr. barbara sturm,super anti-aging face cream,dry,$360.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2425197-main-zoom.jpg?imwidth=175,0.36514837167011077
229,229,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-face-cream-P471017?skuId=2425197&icid2=products%20grid:p471017:product,dr. barbara sturm,super anti-aging face cream,combination,$360.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2425197-main-zoom.jpg?imwidth=175,0.2886751345948129
229,229,face-moisturizer,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-face-cream-P471017?skuId=2425197&icid2=products%20grid:p471017:product,dr. barbara sturm,super anti-aging face cream,oily,$360.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2425197-main-zoom.jpg?imwidth=175,0.3333333333333334
230,230,face-moisturizer,https://www.sephora.com/product/clarins-super-restorative-anti-aging-day-cream-all-skin-types-P501566?skuId=2604106&icid2=products%20grid:p501566:product,clarins,super restorative anti-aging day moisturizer,normal,$134.00 ,"fine lines,wrinkles, dryness,loss of firmness,elasticity",https://www.sephora.com/productimages/sku/s2604106-main-zoom.jpg?imwidth=175,0.3333333333333334
